EUR GBP USD CHF YEN
04/02/2015 -0.012 0.50788 0.178 0.02 0.04063
04/01/2015 -0.012 0.50631 0.17755 0.02 0.04
03/31/2015 -0.012 0.50631 0.17625 0.02 0.04
03/30/2015 -0.012 0.50319 0.17925 0.02 0.04
03/27/2015 -0.012 0.50631 0.178 0.02 0.04
03/26/2015 -0.014 0.50631 0.17775 0.02 0.04
03/25/2015 -0.011 0.50319 0.1756 0.02 0.04063
03/24/2015 -0.011 0.50319 0.17275 0.02 0.04063
03/23/2015 -0.012 0.50381 0.17375 0.02 0.04063
03/20/2015 -0.011 0.5035 0.174 0.02 0.04
03/19/2015 -0.009 0.5035 0.17325 0.02 0.04
03/18/2015 -0.011 0.50319 0.176 0.02 0.04
03/17/2015 -0.009 0.50319 0.1775 0.02 0.04
03/16/2015 -0.008 0.50538 0.177 0.02 0.04
03/13/2015 -0.008 0.50788 0.1775 0.02 0.04
03/12/2015 -0.007 0.5035 0.177 0.02 0.04
03/11/2015 -0.006 0.506 0.1775 0.02 0.04
03/10/2015 -0.006 0.50694 0.177 0.02 0.04063
03/09/2015 -0.005 0.50663 0.1775 0.02 0.04063
03/06/2015 -0.005 0.50444 0.177 0.02 0.04
03/05/2015 -0.004 0.501 0.1765 0.02 0.04
03/04/2015 0.001 0.50319 0.1745 0.02 0.04063
03/03/2015 0.001 0.506 0.176 0.02 0.04063
03/02/2015 0.001 0.50538 0.1779 0.02 0.04
02/27/2015 0.001 0.50413 0.1765 0.02 0.04
02/26/2015 0.001 0.50413 0.175 0.02 0.04
02/25/2015 0.001 0.50038 0.175 0.02 0.04
02/24/2015 0.002 0.50194 0.175 0.02 0.04
02/23/2015 0.002 0.50538 0.173 0.02 0.04
02/20/2015 0.001 0.50288 0.1727 0.02 0.04
02/19/2015 -0.001 0.50538 0.173 0.02 0.04
02/18/2015 0.002 0.50288 0.1719 0.02 0.04063
02/17/2015 0.001 0.5035 0.172 0.02 0.04188
02/16/2015 0.001 0.50381 0.1715 0.02 0.04
02/13/2015 0.003 0.50319 0.171 0.02 0.04
02/12/2015 0.001 0.50225 0.1715 0.02 0.04125
02/11/2015 0.001 0.50038 0.1735 0.02 0.04125
02/10/2015 0.001 0.50288 0.1735 0.02 0.04
02/09/2015 0.005 0.50288 0.1735 0.02 0.04
02/06/2015 0.002 0.50506 0.173 0.02 0.04125
02/05/2015 0.001 0.50381 0.173 0.02 0.04
02/04/2015 -0.001 0.50381 0.172 0.02 0.04063
02/03/2015 -0.004 0.5035 0.1717 0.02 0.04
02/02/2015 -0.005 0.50475 0.1717 0.02 0.04
01/30/2015 -0.002 0.50413 0.1722 0.02 0.04
01/29/2015 0.002 0.50475 0.1715 0.02 0.04
01/28/2015 0.007 0.50538 0.171 0.02 0.04
01/27/2015 0.006 0.50381 0.1735 0.02 0.04
01/26/2015 0.008 0.50256 0.171 0.02 0.04
01/23/2015 0.009 0.50381 0.1695 0.02 0.04
01/22/2015 0.009 0.50444 0.17125 0.02 0.04
01/21/2015 0.010 0.50131 0.1709 0.02 0.04188
01/20/2015 0.012 0.50444 0.1705 0.02 0.04
01/19/2015 0.015 0.50163 0.168 0.02 0.04
01/16/2015 0.015 0.50163 0.169 0.02 0.04125
01/15/2015 0.016 0.50163 0.16775 0.02 0.04125
01/14/2015 0.018 0.50381 0.16825 0.02 0.04
01/13/2015 0.019 0.50381 0.16675 0.02 0.04
01/12/2015 0.024 0.5035 0.1685 0.02 0.04
01/09/2015 0.025 0.50319 0.16875 0.02 0.04
01/08/2015 0.024 0.50319 0.168 0.02 0.04
01/07/2015 0.026 0.50319 0.168 0.02 0.04
01/06/2015 0.026 0.50444 0.16825 0.02 0.04
01/05/2015 0.025 0.50319 0.1665 0.02 0.04
01/02/2015 0.026 0.50319 0.1665 0.02 0.04
01/01/2015 0.025 0.50444 0.16675 0.02 0.04
12/31/2014 0.024 0.50413 0.16625 0.02 0.04
12/30/2014 0.023 0.50288 0.1665 0.02 0.04
12/29/2014 0.022 0.50538 0.16775 0.02 0.04063
12/26/2014 0.022 0.50381 0.168 0.02 0.04063
12/25/2014 0.024 0.50319 0.1675 0.02 0.04063
12/24/2014 0.022 0.50194 0.17125 0.02 0.04375
12/23/2014 0.022 0.50163 0.1695 0.02 0.04031
12/22/2014 0.022 0.50288 0.16925 0.02 0.0425
12/19/2014 0.022 0.50381 0.16875 0.02 0.0425
12/18/2014 0.022 0.50319 0.1695 0.02 0.04
12/17/2014 0.021 0.50319 0.167 0.02 0.0425
12/16/2014 0.020 0.50288 0.16425 0.02 0.04375
12/15/2014 0.016 0.50069 0.16545 0.02 0.0425
12/12/2014 0.009 0.50194 0.1641 0.02 0.04125
12/11/2014 0.009 0.50163 0.162 0.02 0.04
12/10/2014 0.009 0.50038 0.162 0.02 0.04
12/09/2014 0.009 0.49819 0.161 0.02 0.03875
12/08/2014 0.009 0.50038 0.1608 0.02 0.04
12/05/2014 0.009 0.50163 0.1608 0.02 0.04
12/04/2014 0.009 0.50163 0.1585 0.02 0.04125
12/03/2014 0.008 0.50413 0.1617 0.02 0.0425
12/02/2014 0.008 0.50475 0.158 0.02 0.04375
12/01/2014 0.008 0.50413 0.1572 0.02 0.0425
11/28/2014 0.009 0.50413 0.157 0.02 0.04
11/27/2014 0.009 0.50256 0.15825 0.02 0.0425
11/26/2014 0.009 0.50256 0.15775 0.02 0.0425
11/25/2014 0.008 0.50444 0.154 0.02 0.04031
11/24/2014 0.009 0.50444 0.155 0.02 0.04375
11/21/2014 0.009 0.50413 0.15575 0.02 0.04063
11/20/2014 0.009 0.50475 0.15625 0.02 0.04063
11/19/2014 0.010 0.50538 0.1535 0.02 0.04063
11/18/2014 0.010 0.50475 0.15525 0.02 0.04
11/17/2014 0.010 0.50538 0.155 0.02 0.04
11/14/2014 0.010 0.50569 0.155 0.02 0.04
11/13/2014 0.012 0.50569 0.155 0.02 0.04
11/12/2014 0.012 0.50631 0.154 0.02 0.04
11/11/2014 0.012 0.50444 0.153 0.02 0.04
11/10/2014 0.011 0.50663 0.1547 0.02 0.04
11/07/2014 0.009 0.506 0.1528 0.02 0.04
11/06/2014 0.006 0.50663 0.1533 0.02 0.04
11/05/2014 0.006 0.5085 0.1543 0.02 0.04
11/04/2014 0.006 0.50788 0.1573 0.02 0.04
11/03/2014 0.006 0.50788 0.1555 0.02 0.04
10/31/2014 0.008 0.50663 0.1555 0.02 0.04125
10/30/2014 0.006 0.50694 0.1555 0.02 0.04125
10/29/2014 0.006 0.50694 0.1555 0.02 0.04
10/28/2014 0.006 0.50694 0.1555 0.02 0.04
10/27/2014 0.006 0.50663 0.1555 0.02 0.04188
10/24/2014 0.006 0.506 0.1555 0.02 0.04
10/23/2014 0.007 0.50288 0.1555 0.02 0.04
10/22/2014 0.007 0.50288 0.1555 0.02 0.04
10/21/2014 0.006 0.50319 0.1555 0.02 0.04
10/20/2014 0.006 0.50319 0.1555 0.02 0.04
10/17/2014 0.007 0.50319 0.1555 0.02 0.04
10/16/2014 0.007 0.50631 0.1555 0.02 0.04
10/15/2014 0.007 0.50631 0.1555 0.02 0.04
10/14/2014 0.006 0.50506 0.1555 0.02 0.04
10/13/2014 0.007 0.50725 0.1555 0.02 0.04063
10/10/2014 0.005 0.50506 0.1555 0.02 0.04
10/09/2014 0.005 0.50444 0.1555 0.02 0.04125
10/08/2014 0.008 0.50506 0.1555 0.02 0.04
10/07/2014 0.007 0.50725 0.1555 0.02 0.04
10/06/2014 0.006 0.506 0.1555 0.02 0.04125
10/03/2014 0.006 0.50569 0.1555 0.02 0.04125
10/02/2014 0.007 0.50569 0.1555 0.02 0.04
10/01/2014 0.006 0.50319 0.1555 0.02 0.04
09/30/2014 0.007 0.50788 0.1555 0.02 0.04188
09/29/2014 0.010 0.50756 0.1559 0.02 0.04063
09/26/2014 0.010 0.50444 0.1567 0.02 0.04
09/25/2014 0.013 0.50938 0.154 0.02 0.04
09/24/2014 0.019 0.50694 0.1535 0.02 0.04
09/23/2014 0.059 0.50663 0.1525 0.02 0.04
09/22/2014 0.061 0.5085 0.152 0.02 0.04
09/19/2014 0.060 0.5085 0.152 0.02 0.04
09/18/2014 0.066 0.50506 0.153 0.02 0.04
09/17/2014 0.067 0.50631 0.153 0.02 0.04
09/16/2014 0.068 0.50631 0.1557 0.02 0.04063
09/15/2014 0.069 0.50438 0.1572 0.02 0.04063
09/12/2014 0.071 0.50438 0.157 0.02 0.04
09/11/2014 0.074 0.50438 0.1535 0.02 0.04
09/10/2014 0.079 0.50438 0.1518 0.02 0.04063
09/09/2014 0.081 0.50375 0.1533 0.02 0.04063
09/08/2014 0.084 0.50281 0.1528 0.02 0.04
09/05/2014 0.087 0.50219 0.1527 0.02 0.04
09/04/2014 0.089 0.50125 0.1518 0.02 0.04
09/03/2014 0.088 0.50313 0.1525 0.02 0.04
09/02/2014 0.089 0.50156 0.153 0.02 0.04
09/01/2014 0.090 0.5035 0.153 0.02 0.04
08/29/2014 0.091 0.50094 0.152 0.02 0.04
08/28/2014 0.092 0.50094 0.152 0.02 0.04
08/27/2014 0.094 0.50281 0.1565 0.02 0.04063
08/26/2014 0.096 0.50281 0.1525 0.02 0.04063
08/25/2014 0.096 0.50156 0.154 0.02 0.04063
08/22/2014 0.097 0.50063 0.1515 0.02 0.04
08/21/2014 0.096 0.50094 0.1535 0.02 0.04
08/20/2014 0.097 0.50156 0.1545 0.02 0.04
08/19/2014 0.098 0.50088 0.1545 0.02 0.04
08/18/2014 0.098 0.50063 0.154 0.02 0.04
08/15/2014 0.099 0.50063 0.1535 0.02 0.04063
08/14/2014 0.099 0.49875 0.153 0.02 0.0407
08/13/2014 0.099 0.49938 0.1535 0.02 0.0407
08/12/2014 0.098 0.50156 0.1536 0.02 0.0407
08/11/2014 0.096 0.49938 0.1536 0.02 0.04195
08/08/2014 0.096 0.49969 0.1536 0.02 0.04195
08/07/2014 0.092 0.50125 0.1535 0.02 0.04188
08/06/2014 0.091 0.50125 0.1535 0.02 0.04313
08/05/2014 0.091 0.50375 0.1535 0.02 0.04313
08/04/2014 0.092 0.50281 0.1528 0.02 0.04438
08/01/2014 0.092 0.501 0.1561 0.02 0.04313
07/31/2014 0.093 0.501 0.1561 0.02 0.04188
07/30/2014 0.094 0.4985 0.1565 0.02 0.04313
07/29/2014 0.095 0.49563 0.1565 0.02 0.04313
07/28/2014 0.096 0.49563 0.157 0.02 0.04313
07/25/2014 0.097 0.49563 0.1545 0.02 0.04188
07/24/2014 0.097 0.49563 0.1567 0.02 0.04313
07/23/2014 0.097 0.5 0.156 0.02 0.04188
07/22/2014 0.096 0.50038 0.155 0.02 0.04313
07/21/2014 0.098 0.49938 0.155 0.02 0.04313
07/18/2014 0.099 0.49875 0.155 0.02 0.04313
07/17/2014 0.101 0.4975 0.1555 0.02 0.04313
07/16/2014 0.103 0.4975 0.1555 0.02 0.04313
07/15/2014 0.103 0.49563 0.1555 0.02 0.04188
07/14/2014 0.104 0.49563 0.155 0.02 0.04313
07/11/2014 0.105 0.49563 0.155 0.02 0.04313
07/10/2014 0.108 0.49563 0.156 0.02 0.04313
07/09/2014 0.109 0.495 0.1555 0.02 0.04313
07/08/2014 0.113 0.495 0.156 0.02 0.04313
07/07/2014 0.119 0.49688 0.157 0.02 0.04313
07/04/2014 0.126 0.49688 0.1588 0.02 0.04313
07/03/2014 0.140 0.49531 0.1585 0.02 0.04313
07/02/2014 0.156 0.49406 0.1569 0.02 0.04313
07/01/2014 0.179 0.495 0.156 0.02 0.04313
06/30/2014 0.188 0.49406 0.156 0.02 0.04313
06/27/2014 0.192 0.49469 0.1558 0.02 0.04313
06/26/2014 0.197 0.49438 0.155 0.02 0.04375
06/25/2014 0.230 0.49313 0.155 0.02 0.04375
06/24/2014 0.241 0.49313 0.156 0.02 0.04375
06/23/2014 0.248 0.49375 0.15425 0.02 0.04375
06/20/2014 0.250 0.49375 0.155 0.02 0.04438
06/19/2014 0.251 0.49344 0.15525 0.02 0.04438
06/18/2014 0.251 0.49 0.15475 0.02 0.04438
06/17/2014 0.255 0.49 0.15425 0.02 0.04438
06/16/2014 0.257 0.4925 0.1562 0.02 0.04438
06/13/2014 0.258 0.48969 0.15545 0.02 0.04438
06/12/2014 0.261 0.48625 0.1542 0.02 0.04375
06/11/2014 0.262 0.48625 0.152 0.02 0.04375
06/10/2014 0.259 0.48594 0.152 0.02 0.04438
06/09/2014 0.256 0.48656 0.1515 0.02 0.04438
06/06/2014 0.257 0.48594 0.15275 0.02 0.04375
06/05/2014 0.257 0.4875 0.1525 0.02 0.04438
06/04/2014 0.259 0.4875 0.1534 0.02 0.04438
06/03/2014 0.263 0.48813 0.1534 0.02 0.045
06/02/2014 0.268 0.48781 0.1555 0.02 0.045
05/30/2014 0.267 0.48813 0.1555 0.02 0.045
05/29/2014 0.266 0.48781 0.1552 0.02 0.04688
05/28/2014 0.262 0.4875 0.1552 0.02 0.0475
05/27/2014 0.262 0.4875 0.1515 0.02 0.04625
05/26/2014 0.257 0.4875 0.1495 0.02 0.04625
05/23/2014 0.258 0.4875 0.151 0.02 0.0475
05/22/2014 0.258 0.4875 0.1515 0.02 0.04625
05/21/2014 0.261 0.48719 0.152 0.02 0.04625
05/20/2014 0.269 0.48719 0.154 0.02 0.04625
05/19/2014 0.269 0.48719 0.15325 0.02 0.04625
05/16/2014 0.269 0.48656 0.153 0.02 0.04625
05/15/2014 0.261 0.48688 0.155 0.02 0.04625
05/14/2014 0.253 0.48688 0.154 0.02 0.045
05/13/2014 0.248 0.48688 0.15425 0.02 0.045
05/12/2014 0.246 0.48688 0.15175 0.02 0.04375
05/09/2014 0.248 0.48688 0.15125 0.02 0.045
05/08/2014 0.251 0.48688 0.152 0.02 0.04438
05/07/2014 0.252 0.48688 0.15225 0.02 0.04438
05/06/2014 0.253 0.48688 0.1535 0.02 0.04563
05/05/2014 0.251 0.48688 0.151 0.02 0.04438
05/02/2014 0.251 0.48688 0.152 0.02 0.045
05/01/2014 0.251 0.4875 0.1509 0.02 0.045
04/30/2014 0.252 0.4875 0.151 0.02 0.045
04/29/2014 0.249 0.48688 0.151 0.02 0.04563
04/28/2014 0.240 0.48688 0.151 0.02 0.04625
04/25/2014 0.242 0.48688 0.15 0.02 0.04625
04/24/2014 0.235 0.48688 0.1505 0.02 0.04625
04/23/2014 0.237 0.4875 0.1505 0.02 0.04625
04/22/2014 0.233 0.4875 0.15 0.02 0.04625
04/21/2014 0.237 0.48688 0.1485 0.02 0.04625
04/18/2014 0.237 0.48688 0.14775 0.02 0.04813
04/17/2014 0.241 0.48688 0.1485 0.02 0.0475
04/16/2014 0.242 0.48688 0.14925 0.02 0.0475
04/15/2014 0.239 0.4875 0.151 0.02 0.0475
04/14/2014 0.238 0.4875 0.1511 0.02 0.04625
04/11/2014 0.237 0.48688 0.1511 0.02 0.045
04/10/2014 0.234 0.48688 0.1511 0.02 0.04625
04/09/2014 0.232 0.48688 0.1516 0.02 0.04563
04/08/2014 0.230 0.48688 0.15025 0.02 0.04563
04/07/2014 0.230 0.4875 0.1515 0.02 0.04563
04/04/2014 0.233 0.4875 0.1505 0.02 0.04688
04/03/2014 0.233 0.48688 0.1515 0.02 0.04688
04/02/2014 0.236 0.48688 0.1505 0.02 0.04688
04/01/2014 0.229 0.48688 0.1505 0.02 0.04688
03/31/2014 0.216 0.48688 0.1515 0.02 0.04688
03/28/2014 0.216 0.4875 0.1503 0.02 0.04563
03/27/2014 0.218 0.4875 0.152 0.02 0.04688
03/26/2014 0.220 0.48688 0.1518 0.02 0.04688
03/25/2014 0.218 0.48688 0.1523 0.02 0.04813
03/24/2014 0.219 0.48688 0.1523 0.02 0.04688
03/21/2014 0.222 0.48688 0.1522 0.02 0.04875
03/20/2014 0.222 0.4875 0.152 0.02 0.04938
03/19/2014 0.221 0.4875 0.1514 0.02 0.05
03/18/2014 0.222 0.4875 0.1517 0.02 0.04875
03/17/2014 0.221 0.4875 0.1522 0.02 0.04813
03/14/2014 0.224 0.4875 0.1525 0.02 0.04938
03/13/2014 0.224 0.4875 0.1509 0.02 0.04938
03/12/2014 0.224 0.48688 0.1504 0.02 0.05063
03/11/2014 0.226 0.48688 0.152 0.02 0.04938
03/10/2014 0.225 0.48688 0.1525 0.02 0.04813
03/07/2014 0.230 0.48688 0.1525 0.02 0.04688
03/06/2014 0.230 0.48688 0.152 0.02 0.04813
03/05/2014 0.230 0.48625 0.151 0.02 0.04813
03/04/2014 0.229 0.485 0.152 0.02 0.04938
03/03/2014 0.221 0.48531 0.15175 0.02 0.04938
02/28/2014 0.223 0.48531 0.1525 0.02 0.04938
02/27/2014 0.222 0.48563 0.153 0.02 0.04813
02/26/2014 0.225 0.48531 0.15375 0.02 0.04938
02/25/2014 0.230 0.48531 0.15425 0.02 0.05
02/24/2014 0.232 0.48531 0.15425 0.02 0.05
02/21/2014 0.237 0.48563 0.1545 0.02 0.05063
02/20/2014 0.241 0.48563 0.15755 0.02 0.05125
02/19/2014 0.239 0.485 0.15675 0.02 0.05125
02/18/2014 0.238 0.48563 0.1562 0.02 0.05125
02/17/2014 0.240 0.48563 0.15645 0.02 0.05125
02/14/2014 0.241 0.48656 0.155 0.02 0.05125
02/13/2014 0.242 0.48781 0.1555 0.02 0.05063
02/12/2014 0.240 0.48563 0.1558 0.02 0.05125
02/11/2014 0.243 0.48563 0.155 0.02 0.05125
02/10/2014 0.234 0.48406 0.1565 0.02 0.05125
02/07/2014 0.216 0.48281 0.1544 0.02 0.05125
02/06/2014 0.208 0.48313 0.1556 0.02 0.05125
02/05/2014 0.207 0.48438 0.1565 0.02 0.05125
02/04/2014 0.208 0.48438 0.1553 0.02 0.05063
02/03/2014 0.205 0.48438 0.1555 0.02 0.05188
01/31/2014 0.203 0.48156 0.1545 0.02 0.05188
01/30/2014 0.202 0.48188 0.1545 0.02 0.05188
01/29/2014 0.204 0.48438 0.1545 0.02 0.05188
01/28/2014 0.208 0.48313 0.1545 0.02 0.05188
01/27/2014 0.214 0.48313 0.1555 0.01 0.05188
01/24/2014 0.216 0.48313 0.1555 0.01 0.05188
01/23/2014 0.221 0.48313 0.1545 0.01 0.05188
01/22/2014 0.234 0.48313 0.154 0.01 0.0525
01/21/2014 0.232 0.48313 0.1535 0.01 0.0525
01/20/2014 0.232 0.48313 0.1545 0.01 0.0525
01/17/2014 0.232 0.48219 0.1545 0.01 0.0525
01/16/2014 0.236 0.4825 0.1535 0.01 0.0525
01/15/2014 0.245 0.4825 0.15425 0.01 0.0525
01/14/2014 0.243 0.4825 0.15475 0.01 0.0525
01/13/2014 0.234 0.4825 0.1555 0.01 0.0525
01/10/2014 0.225 0.4825 0.1565 0.01 0.05313
01/09/2014 0.219 0.4825 0.1575 0.01 0.05313
01/08/2014 0.212 0.4825 0.1575 0.01 0.0525
01/07/2014 0.207 0.4825 0.1571 0.01 0.0525
01/06/2014 0.200 0.4825 0.1565 0.01 0.05375
01/03/2014 0.191 0.4825 0.1585 0.01 0.0525
01/02/2014 0.183 0.4825 0.1595 0.01 0.05375
01/01/2014 0.180 0.4825 0.159 0.01 0.05813
12/31/2013 0.175 0.4825 0.1585 0.01 0.0625
12/30/2013 0.170 0.4825 0.1612 0.01 0.06375
12/27/2013 0.166 0.4825 0.158 0.01 0.0625
12/26/2013 0.163 0.4825 0.158 0.01 0.06563
12/25/2013 0.147 0.4825 0.157 0.01 0.06438
12/24/2013 0.146 0.4825 0.157 0.02 0.065
12/23/2013 0.139 0.48281 0.157 0.02 0.065
12/20/2013 0.133 0.48313 0.157 0.02 0.065
12/19/2013 0.126 0.48375 0.1587 0.02 0.06625
12/18/2013 0.124 0.48375 0.159 0.02 0.07313
12/17/2013 0.124 0.48313 0.16 0.02 0.07813
12/16/2013 0.123 0.48375 0.1604 0.02 0.08063
12/13/2013 0.123 0.48438 0.1603 0.02 0.0775
12/12/2013 0.123 0.48438 0.161 0.02 0.075
12/11/2013 0.123 0.48188 0.1615 0.02 0.07563
12/10/2013 0.123 0.48188 0.1625 0.02 0.07563
12/09/2013 0.122 0.48188 0.1647 0.02 0.07563
12/06/2013 0.122 0.48188 0.1683 0.02 0.07625
12/05/2013 0.129 0.48188 0.1677 0.02 0.07813
12/04/2013 0.130 0.48219 0.1702 0.02 0.0825
12/03/2013 0.129 0.48313 0.169 0.02 0.07813
12/02/2013 0.129 0.48313 0.167 0.02 0.0775
11/29/2013 0.129 0.48313 0.1646 0.02 0.07875
11/28/2013 0.130 0.48313 0.164 0.02 0.07875
11/27/2013 0.129 0.48313 0.1645 0.02 0.07625
11/26/2013 0.129 0.485 0.1668 0.02 0.07875
11/25/2013 0.130 0.48625 0.1663 0.02 0.0775
11/22/2013 0.130 0.48625 0.165 0.02 0.0775
11/21/2013 0.129 0.48688 0.164 0.02 0.08
11/20/2013 0.129 0.48938 0.1666 0.02 0.08
11/19/2013 0.128 0.48938 0.16735 0.02 0.08063
11/18/2013 0.128 0.48938 0.16935 0.01 0.07813
11/15/2013 0.128 0.48938 0.1706 0.01 0.07688
11/14/2013 0.127 0.48938 0.1695 0.01 0.07575
11/13/2013 0.127 0.48938 0.16785 0.01 0.075
11/12/2013 0.127 0.48938 0.1685 0.01 0.075
11/11/2013 0.127 0.48906 0.1675 0.01 0.07563
11/08/2013 0.128 0.48906 0.16825 0.01 0.075
11/07/2013 0.128 0.48938 0.16825 0.01 0.07625
11/06/2013 0.129 0.48938 0.16875 0.01 0.07625
11/05/2013 0.128 0.48875 0.165 0.01 0.0775
11/04/2013 0.128 0.48938 0.164 0.01 0.07625
11/01/2013 0.128 0.48938 0.164 0.01 0.0775
10/31/2013 0.127 0.48938 0.1655 0.01 0.0775
10/30/2013 0.128 0.48969 0.166 0.01 0.07875
10/29/2013 0.128 0.48938 0.1665 0.01 0.0775
10/28/2013 0.128 0.48938 0.167 0.01 0.07875
10/25/2013 0.127 0.48813 0.168 0.01 0.0825
10/24/2013 0.129 0.48813 0.1675 0.01 0.0875
10/23/2013 0.128 0.48781 0.1675 0.01 0.09
10/22/2013 0.128 0.48875 0.1677 0.01 0.08875
10/21/2013 0.128 0.48813 0.1685 0.01 0.0875
10/18/2013 0.128 0.48813 0.1685 0.01 0.08938
10/17/2013 0.128 0.48813 0.1685 0.01 0.08938
10/16/2013 0.127 0.48813 0.1675 0.01 0.08938
10/15/2013 0.127 0.48813 0.1685 0.01 0.09188
10/14/2013 0.128 0.48875 0.1685 0.01 0.08813
10/11/2013 0.127 0.48875 0.1685 0.03 0.09188
10/10/2013 0.127 0.48875 0.1685 0.03 0.11
10/09/2013 0.128 0.48875 0.168 0.03 0.15125
10/08/2013 0.129 0.48875 0.168 0.03 0.16125
10/07/2013 0.129 0.48875 0.168 0.03 0.15125
10/04/2013 0.129 0.48875 0.1681 0.03 0.14688
10/03/2013 0.129 0.48875 0.1686 0.03 0.14938
10/02/2013 0.129 0.48875 0.171 0.03 0.14188
10/01/2013 0.129 0.48875 0.1702 0.03 0.1325
09/30/2013 0.129 0.48875 0.17 0.03 0.12875
09/27/2013 0.129 0.48938 0.17 0.03 0.13
09/26/2013 0.128 0.48875 0.172 0.03 0.13125
09/25/2013 0.128 0.48875 0.1725 0.03 0.13063
09/24/2013 0.127 0.48813 0.1755 0.03 0.13438
09/23/2013 0.127 0.4875 0.17375 0.03 0.14
09/20/2013 0.127 0.48781 0.1755 0.03 0.1425
09/19/2013 0.126 0.4875 0.174 0.03 0.145
09/18/2013 0.126 0.4875 0.174 0.03 0.14875
09/17/2013 0.127 0.4875 0.17725 0.03 0.14813
09/16/2013 0.127 0.4875 0.174 0.03 0.16125
09/13/2013 0.128 0.4875 0.1738 0.03 0.1725
09/12/2013 0.128 0.48781 0.1733 0.03 0.1775
09/11/2013 0.128 0.48781 0.1743 0.03 0.17688
09/10/2013 0.128 0.48813 0.17575 0.03 0.18
09/09/2013 0.129 0.48813 0.178 0.03 0.18375
09/06/2013 0.128 0.4875 0.17885 0.03 0.18875
09/05/2013 0.128 0.48719 0.17965 0.03 0.19438
09/04/2013 0.128 0.48813 0.17905 0.04 0.20125
09/03/2013 0.128 0.48844 0.17905 0.04 0.21344
09/02/2013 0.128 0.48813 0.1798 0.04 0.22313
08/30/2013 0.129 0.48781 0.17885 0.04 0.2375
08/29/2013 0.130 0.48781 0.1795 0.04 0.2575
08/28/2013 0.131 0.48938 0.17925 0.04 0.27
08/27/2013 0.131 0.49 0.18 0.04 0.27781
08/26/2013 0.130 0.49 0.1805 0.04 0.2975
08/23/2013 0.132 0.49 0.17925 0.04 0.30725
08/22/2013 0.131 0.49 0.1802 0.04 0.33875
08/21/2013 0.131 0.49 0.1823 0.04 0.34375
08/20/2013 0.128 0.49125 0.1824 0.04 0.3475
08/19/2013 0.125 0.49125 0.1814 0.04 0.35288
08/16/2013 0.123 0.49063 0.1819 0.04 0.35625
08/15/2013 0.122 0.49031 0.1819 0.04 0.35688
08/14/2013 0.122 0.49031 0.1819 0.04 0.35813
08/13/2013 0.123 0.49063 0.1817 0.04 0.36
08/12/2013 0.122 0.49094 0.18206 0.04 0.36219
08/09/2013 0.123 0.49188 0.18256 0.04 0.35813
08/08/2013 0.123 0.49188 0.18206 0.04 0.36125
08/07/2013 0.123 0.49188 0.18256 0.04 0.36313
08/06/2013 0.123 0.49188 0.18206 0.05 0.36125
08/05/2013 0.122 0.49188 0.18256 0.05 0.36125
08/02/2013 0.122 0.49188 0.18406 0.05 0.36188
08/01/2013 0.123 0.49188 0.18406 0.05 0.36313
07/31/2013 0.122 0.49188 0.18336 0.05 0.36375
07/30/2013 0.122 0.49125 0.18286 0.05 0.36375
07/29/2013 0.121 0.4925 0.18356 0.05 0.36375
07/26/2013 0.123 0.49188 0.18406 0.05 0.36313
07/25/2013 0.124 0.49188 0.18406 0.05 0.365
07/24/2013 0.126 0.49188 0.18406 0.05 0.36563
07/23/2013 0.128 0.49188 0.18406 0.05 0.36625
07/22/2013 0.128 0.49188 0.18456 0.05 0.3625
07/19/2013 0.127 0.49188 0.18456 0.05 0.36375
07/18/2013 0.125 0.49188 0.18503 0.05 0.36438
07/17/2013 0.123 0.49188 0.18503 0.05 0.36563
07/16/2013 0.122 0.49188 0.18503 0.05 0.36313
07/15/2013 0.120 0.49188 0.18603 0.05 0.36375
07/12/2013 0.121 0.49188 0.18593 0.05 0.36438
07/11/2013 0.120 0.49313 0.18593 0.05 0.36
07/10/2013 0.120 0.49313 0.18673 0.05 0.35625
07/09/2013 0.119 0.49188 0.18723 0.05 0.355
07/08/2013 0.115 0.49188 0.18643 0.05 0.35625
07/05/2013 0.115 0.49188 0.18643 0.05 0.35563
07/04/2013 0.114 0.49188 0.18643 0.05 0.35875
07/03/2013 0.114 0.49188 0.18933 0.05 0.36
07/02/2013 0.114 0.49188 0.19003 0.05 0.36125
07/01/2013 0.113 0.4925 0.19053 0.05 0.3625
06/28/2013 0.113 0.4925 0.19103 0.05 0.3625
06/27/2013 0.112 0.4925 0.19153 0.05 0.36375
06/26/2013 0.112 0.4925 0.19153 0.05 0.365
06/25/2013 0.112 0.4925 0.19053 0.05 0.365
06/24/2013 0.112 0.49125 0.19193 0.05 0.36375
06/21/2013 0.112 0.49063 0.19193 0.05 0.36313
06/20/2013 0.112 0.49063 0.19103 0.05 0.36625
06/19/2013 0.112 0.49063 0.19213 0.05 0.36813
06/18/2013 0.112 0.49063 0.19276 0.05 0.37125
06/17/2013 0.112 0.49188 0.19278 0.05 0.375
06/14/2013 0.112 0.4925 0.19478 0.05 0.38375
06/13/2013 0.112 0.4925 0.19478 0.07 0.385
06/12/2013 0.112 0.4925 0.19478 0.07 0.38438
06/11/2013 0.112 0.4925 0.19528 0.07 0.385
06/10/2013 0.112 0.49375 0.1958 0.07 0.38313
06/07/2013 0.112 0.49375 0.19465 0.07 0.38125
